cfmt_plus,efct_inverted,efct_upright,gfmt,kfmt,one_in_ten,pict
0.7647058823529411,0.4761904761904761,0.7261904761904762,0.775,0.625,0.6625,0.8
0.803921569,0.6666666666666666,0.8333333333333334,0.95,0.65,0.3875,0.725
0.6568627450980392,0.8214285714285714,0.9285714285714286,0.75,0.675,0.525,0.775
0.8529411764705882,0.6666666666666666,0.7976190476190477,0.825,0.4,0.3625,0.65
0.7156862745098039,0.7738095238095238,0.8809523809523809,0.875,0.5,0.6125,0.9
0.7745098039215687,0.7023809523809523,0.7738095238095238,0.8,0.625,0.6125,0.7
0.7745098039215687,0.7142857142857143,0.8809523809523809,0.85,0.6,0.6875,0.7
0.7843137254901961,0.7619047619047619,0.8095238095238095,0.9,0.675,0.525,0.775
0.7941176470588235,0.6904761904761905,0.8809523809523809,0.825,0.75,0.7625,0.775
0.8431372549019608,0.8095238095238095,0.8690476190476191,0.875,0.35,0.7375,0.725
0.8823529411764706,0.5952380952380952,0.8095238095238095,0.825,0.725,0.6625,0.65
0.8137254901960784,0.8452380952380952,0.8571428571428571,0.925,0.7,0.725,0.825
0.6666666666666666,0.75,0.8095238095238095,0.85,0.65,0.7,0.8
0.7254901960784313,0.7380952380952381,0.8690476190476191,0.8,0.675,0.3125,0.775
0.5098039215686274,0.7738095238095238,0.8333333333333334,0.55,0.45,0.4125,0.7
0.7450980392156863,0.6071428571428571,0.7261904761904762,0.65,0.725,0.8375,0.675
0.8235294117647058,0.7380952380952381,0.8809523809523809,0.75,0.85,0.6625,0.775
0.5,0.6547619047619048,0.6904761904761905,0.7,0.525,0.4375,0.7
0.5490196078431373,0.5238095238095238,0.6547619047619048,0.75,0.45,0.475,0.55
0.8333333333333334,0.7142857142857143,0.9047619047619048,0.925,0.75,0.7,0.825
0.6470588235294118,0.6428571428571429,0.7380952380952381,0.875,0.6,0.4375,0.75
0.6470588235294118,0.7023809523809523,0.9166666666666666,0.9,0.7,0.4625,0.625
0.5392156862745098,0.6428571428571429,0.8333333333333334,0.8,0.675,0.4875,0.75
0.6078431372549019,0.5952380952380952,0.6071428571428571,0.7435897435897436,0.325,0.6375,0.55
0.7745098039215687,0.6666666666666666,0.75,0.8717948717948718,0.55,0.6375,0.675
0.6470588235294118,0.5833333333333334,0.6428571428571429,0.7692307692307693,0.55,0.4375,0.55
