face_id,condition,Manipulation,score
84,none,Femininity,2.8333333333333335
84,none,Masculinity,2.8095238095238093
84,none,Symmetry,2.4285714285714284
85,manipulated,Averageness,4.0
85,manipulated,Femininity,3.380952380952381
85,manipulated,Masculinity,4.04
85,manipulated,Symmetry,3.3636363636363638
85,none,Averageness,3.380952380952381
85,none,Femininity,3.3
85,none,Masculinity,4.08
85,none,Symmetry,3.75
86,manipulated,Averageness,2.789473684210526
86,manipulated,Femininity,2.375
86,manipulated,Masculinity,2.6774193548387095
86,manipulated,Symmetry,2.5454545454545454
86,none,Averageness,2.5
86,none,Femininity,2.3529411764705883
86,none,Masculinity,3.263157894736842
86,none,Symmetry,2.45
87,manipulated,Averageness,3.9047619047619047
87,manipulated,Femininity,3.411764705882353
87,manipulated,Masculinity,3.3461538461538463
87,manipulated,Symmetry,3.65
87,none,Averageness,4.2
87,none,Femininity,3.6666666666666665
87,none,Masculinity,4.083333333333333
87,none,Symmetry,3.6818181818181817
89,manipulated,Averageness,4.260869565217392
89,manipulated,Femininity,4.818181818181818
89,manipulated,Masculinity,4.7272727272727275
89,manipulated,Symmetry,4.095238095238095
89,none,Averageness,4.777777777777778
89,none,Femininity,3.6842105263157894
89,none,Masculinity,5.178571428571429
89,none,Symmetry,4.095238095238095
94,manipulated,Averageness,4.0
94,manipulated,Femininity,3.909090909090909
94,manipulated,Masculinity,4.185185185185185
94,manipulated,Symmetry,4.5
94,none,Averageness,4.190476190476191
94,none,Femininity,4.157894736842105
94,none,Masculinity,4.434782608695652
94,none,Symmetry,4.5
96,manipulated,Averageness,2.0
96,manipulated,Femininity,1.4761904761904763
96,manipulated,Masculinity,1.9565217391304348
96,manipulated,Symmetry,1.565217391304348
96,none,Averageness,1.8125
96,none,Femininity,1.55
96,none,Masculinity,1.7037037037037037
96,none,Symmetry,1.6842105263157894
98,manipulated,Averageness,3.8823529411764706
98,manipulated,Femininity,2.789473684210526
98,manipulated,Masculinity,3.44
98,manipulated,Symmetry,3.473684210526316
98,none,Averageness,3.3333333333333335
98,none,Femininity,3.3181818181818183
98,none,Masculinity,3.8
98,none,Symmetry,3.347826086956522
101,manipulated,Averageness,4.428571428571429
101,manipulated,Femininity,4.235294117647059
101,manipulated,Masculinity,3.6666666666666665
101,manipulated,Symmetry,4.0476190476190474
101,none,Averageness,3.4
101,none,Femininity,3.625
101,none,Masculinity,4.0
101,none,Symmetry,3.8095238095238093
102,manipulated,Averageness,3.6956521739130435
102,manipulated,Femininity,2.7058823529411766
102,manipulated,Masculinity,3.3461538461538463
102,manipulated,Symmetry,2.8095238095238093
102,none,Averageness,2.611111111111111
102,none,Femininity,2.7916666666666665
102,none,Masculinity,3.5416666666666665
102,none,Symmetry,2.4761904761904763
106,manipulated,Averageness,4.739130434782608
106,manipulated,Femininity,3.9565217391304346
106,manipulated,Masculinity,3.6
106,manipulated,Symmetry,3.814814814814815
106,none,Averageness,3.388888888888889
106,none,Femininity,3.6666666666666665
106,none,Masculinity,4.514285714285714
106,none,Symmetry,3.8666666666666667
107,manipulated,Averageness,3.1904761904761907
107,manipulated,Femininity,3.611111111111111
107,manipulated,Masculinity,3.1818181818181817
107,manipulated,Symmetry,3.090909090909091
107,none,Averageness,3.3
107,none,Femininity,2.9130434782608696
107,none,Masculinity,3.3214285714285716
107,none,Symmetry,3.3
109,manipulated,Averageness,3.375
109,manipulated,Femininity,2.5
109,manipulated,Masculinity,2.5384615384615383
109,manipulated,Symmetry,2.5454545454545454
109,none,Averageness,2.6
109,none,Femininity,2.5238095238095237
109,none,Masculinity,2.8333333333333335
109,none,Symmetry,1.95
110,manipulated,Averageness,3.4285714285714284
110,manipulated,Femininity,3.125
110,manipulated,Masculinity,3.5238095238095237
110,manipulated,Symmetry,2.4444444444444446
110,none,Averageness,3.0
110,none,Femininity,3.44
110,none,Masculinity,3.689655172413793
110,none,Symmetry,3.5416666666666665
111,manipulated,Averageness,3.3333333333333335
111,manipulated,Femininity,3.142857142857143
111,manipulated,Masculinity,3.037037037037037
111,manipulated,Symmetry,2.9523809523809526
111,none,Averageness,2.9411764705882355
111,none,Femininity,2.9
111,none,Masculinity,2.9565217391304346
111,none,Symmetry,2.761904761904762
115,manipulated,Averageness,2.95
115,manipulated,Femininity,2.0
115,manipulated,Masculinity,2.2666666666666666
115,manipulated,Symmetry,2.652173913043478
115,none,Averageness,2.0476190476190474
115,none,Femininity,2.3
115,none,Masculinity,2.5
115,none,Symmetry,2.1052631578947367
116,manipulated,Averageness,3.0952380952380953
116,manipulated,Femininity,2.5
116,manipulated,Masculinity,3.1
116,manipulated,Symmetry,2.3684210526315788
116,none,Averageness,2.45
116,none,Femininity,2.0
116,none,Masculinity,2.8333333333333335
116,none,Symmetry,2.3043478260869565
118,manipulated,Averageness,3.217391304347826
118,manipulated,Femininity,2.590909090909091
118,manipulated,Masculinity,2.5789473684210527
118,manipulated,Symmetry,2.65
118,none,Averageness,2.7222222222222223
118,none,Femininity,2.8421052631578947
118,none,Masculinity,2.870967741935484
118,none,Symmetry,2.5
119,manipulated,Averageness,2.7777777777777777
119,manipulated,Femininity,2.4
119,manipulated,Masculinity,2.5357142857142856
119,manipulated,Symmetry,2.55
119,none,Averageness,2.7142857142857144
119,none,Femininity,2.0625
119,none,Masculinity,2.8181818181818183
119,none,Symmetry,2.0
120,manipulated,Averageness,4.1875
120,manipulated,Femininity,4.153846153846154
120,manipulated,Masculinity,4.1923076923076925
120,manipulated,Symmetry,4.0
120,none,Averageness,3.56
120,none,Femininity,3.6666666666666665
120,none,Masculinity,4.75
120,none,Symmetry,3.8
121,manipulated,Averageness,3.0
121,manipulated,Femininity,2.2962962962962963
121,manipulated,Masculinity,2.2941176470588234
121,manipulated,Symmetry,2.04
121,none,Averageness,2.210526315789474
121,none,Femininity,2.4285714285714284
121,none,Masculinity,2.4545454545454546
121,none,Symmetry,1.8823529411764706
124,manipulated,Averageness,3.875
124,manipulated,Femininity,3.0
124,manipulated,Masculinity,3.0526315789473686
124,manipulated,Symmetry,3.35
124,none,Averageness,3.3529411764705883
124,none,Femininity,3.5416666666666665
124,none,Masculinity,4.129032258064516
124,none,Symmetry,3.1818181818181817
126,manipulated,Averageness,3.2857142857142856
126,manipulated,Femininity,3.0434782608695654
126,manipulated,Masculinity,2.8666666666666667
126,manipulated,Symmetry,3.35
126,none,Averageness,2.8
126,none,Femininity,2.388888888888889
126,none,Masculinity,3.2
126,none,Symmetry,3.090909090909091
127,manipulated,Averageness,4.25
127,manipulated,Femininity,2.230769230769231
127,manipulated,Masculinity,3.391304347826087
127,manipulated,Symmetry,3.1
127,none,Averageness,3.36
127,none,Femininity,3.357142857142857
127,none,Masculinity,3.6666666666666665
127,none,Symmetry,3.1818181818181817
128,manipulated,Averageness,3.526315789473684
128,manipulated,Femininity,2.9473684210526314
128,manipulated,Masculinity,3.1785714285714284
128,manipulated,Symmetry,2.5
128,none,Averageness,2.9545454545454546
128,none,Femininity,3.227272727272727
128,none,Masculinity,3.090909090909091
128,none,Symmetry,3.35
132,manipulated,Averageness,3.9565217391304346
132,manipulated,Femininity,2.9166666666666665
132,manipulated,Masculinity,3.4814814814814814
132,manipulated,Symmetry,3.4166666666666665
132,none,Averageness,3.2777777777777777
132,none,Femininity,3.176470588235294
132,none,Masculinity,3.9565217391304346
132,none,Symmetry,3.5
134,manipulated,Averageness,4.363636363636363
134,manipulated,Femininity,4.4
134,manipulated,Masculinity,5.0
134,manipulated,Symmetry,4.2727272727272725
134,none,Averageness,4.315789473684211
134,none,Femininity,4.25
134,none,Masculinity,5.125
134,none,Symmetry,4.45
138,manipulated,Averageness,2.789473684210526
138,manipulated,Femininity,2.4761904761904763
138,manipulated,Masculinity,2.347826086956522
138,manipulated,Symmetry,2.260869565217391
138,none,Averageness,2.6363636363636362
138,none,Femininity,2.35
138,none,Masculinity,2.4074074074074074
138,none,Symmetry,2.1052631578947367
144,manipulated,Averageness,2.75
144,manipulated,Femininity,2.64
144,manipulated,Masculinity,2.923076923076923
144,manipulated,Symmetry,2.9473684210526314
144,none,Averageness,2.3529411764705883
144,none,Femininity,2.75
144,none,Masculinity,3.25
144,none,Symmetry,2.217391304347826
146,manipulated,Averageness,3.391304347826087
146,manipulated,Femininity,3.25
146,manipulated,Masculinity,2.6666666666666665
146,manipulated,Symmetry,2.7058823529411766
146,none,Averageness,2.8333333333333335
146,none,Femininity,2.4827586206896552
146,none,Masculinity,3.3043478260869565
146,none,Symmetry,2.56
151,manipulated,Averageness,4.043478260869565
151,manipulated,Femininity,3.3684210526315788
151,manipulated,Masculinity,3.607142857142857
151,manipulated,Symmetry,3.15
151,none,Averageness,3.4444444444444446
151,none,Femininity,2.772727272727273
151,none,Masculinity,4.045454545454546
151,none,Symmetry,3.5454545454545454
153,manipulated,Averageness,3.0555555555555554
153,manipulated,Femininity,2.5
153,manipulated,Masculinity,3.08
153,manipulated,Symmetry,2.6
153,none,Averageness,2.4782608695652173
153,none,Femininity,2.9411764705882355
153,none,Masculinity,3.2
153,none,Symmetry,2.8636363636363638
154,manipulated,Averageness,4.88
154,manipulated,Femininity,3.142857142857143
154,manipulated,Masculinity,3.5555555555555554
154,manipulated,Symmetry,2.8181818181818183
154,none,Averageness,3.0
154,none,Femininity,2.7
154,none,Masculinity,4.304347826086956
154,none,Symmetry,2.95
155,manipulated,Averageness,3.736842105263158
155,manipulated,Femininity,2.88
155,manipulated,Masculinity,2.6538461538461537
155,manipulated,Symmetry,2.9411764705882355
155,none,Averageness,2.409090909090909
155,none,Femininity,2.5625
155,none,Masculinity,2.6666666666666665
155,none,Symmetry,2.12
156,manipulated,Averageness,3.0454545454545454
156,manipulated,Femininity,2.5714285714285716
156,manipulated,Masculinity,3.1153846153846154
156,manipulated,Symmetry,2.125
156,none,Averageness,2.263157894736842
156,none,Femininity,2.5
156,none,Masculinity,3.6666666666666665
156,none,Symmetry,2.5
157,manipulated,Averageness,2.9523809523809526
157,manipulated,Femininity,2.111111111111111
157,manipulated,Masculinity,2.32
157,manipulated,Symmetry,2.0
157,none,Averageness,2.35
157,none,Femininity,2.0434782608695654
157,none,Masculinity,1.76
157,none,Symmetry,2.090909090909091
158,manipulated,Averageness,3.0
158,manipulated,Femininity,2.4375
158,manipulated,Masculinity,2.1153846153846154
158,manipulated,Symmetry,2.0434782608695654
158,none,Averageness,2.24
158,none,Femininity,1.92
158,none,Masculinity,2.25
158,none,Symmetry,2.1578947368421053
160,manipulated,Averageness,4.388888888888889
160,manipulated,Femininity,4.4375
160,manipulated,Masculinity,4.769230769230769
160,manipulated,Symmetry,3.95
160,none,Averageness,4.217391304347826
160,none,Femininity,4.32
160,none,Masculinity,4.583333333333333
160,none,Symmetry,4.2272727272727275
161,manipulated,Averageness,4.3125
161,manipulated,Femininity,3.5238095238095237
161,manipulated,Masculinity,4.222222222222222
161,manipulated,Symmetry,3.88
161,none,Averageness,4.12
161,none,Femininity,3.8
161,none,Masculinity,4.173913043478261
161,none,Symmetry,3.6470588235294117
162,manipulated,Averageness,4.214285714285714
162,manipulated,Femininity,4.222222222222222
162,manipulated,Masculinity,4.730769230769231
162,manipulated,Symmetry,4.5
162,none,Averageness,4.62962962962963
162,none,Femininity,4.173913043478261
162,none,Masculinity,4.833333333333333
162,none,Symmetry,4.576923076923077
166,manipulated,Averageness,3.4
166,manipulated,Femininity,1.9565217391304348
166,manipulated,Masculinity,2.1875
166,manipulated,Symmetry,2.235294117647059
166,none,Averageness,2.4615384615384617
166,none,Femininity,2.9444444444444446
166,none,Masculinity,2.5
166,none,Symmetry,1.92
168,manipulated,Averageness,1.9444444444444444
168,manipulated,Femininity,2.125
168,manipulated,Masculinity,1.7741935483870968
168,manipulated,Symmetry,1.7894736842105263
168,none,Averageness,1.6521739130434783
168,none,Femininity,1.4
168,none,Masculinity,1.8421052631578947
168,none,Symmetry,1.826086956521739
169,manipulated,Averageness,3.142857142857143
169,manipulated,Femininity,2.8125
169,manipulated,Masculinity,3.193548387096774
169,manipulated,Symmetry,2.875
169,none,Averageness,3.6
169,none,Femininity,3.36
169,none,Masculinity,3.0526315789473686
169,none,Symmetry,3.111111111111111
170,manipulated,Averageness,3.8
170,manipulated,Femininity,3.4444444444444446
170,manipulated,Masculinity,3.6818181818181817
170,manipulated,Symmetry,2.739130434782609
170,none,Averageness,3.5714285714285716
170,none,Femininity,2.6956521739130435
170,none,Masculinity,3.4642857142857144
170,none,Symmetry,3.1052631578947367
171,manipulated,Averageness,2.9
171,manipulated,Femininity,2.6875
171,manipulated,Masculinity,3.515151515151515
171,manipulated,Symmetry,2.8333333333333335
171,none,Averageness,2.9523809523809526
171,none,Femininity,2.72
171,none,Masculinity,3.1176470588235294
171,none,Symmetry,2.8333333333333335
172,manipulated,Averageness,3.238095238095238
172,manipulated,Femininity,3.72
172,manipulated,Masculinity,3.4444444444444446
172,manipulated,Symmetry,3.210526315789474
172,none,Averageness,3.4
172,none,Femininity,3.125
172,none,Masculinity,3.90625
172,none,Symmetry,3.0
174,manipulated,Averageness,4.0
174,manipulated,Femininity,3.761904761904762
174,manipulated,Masculinity,4.217391304347826
174,manipulated,Symmetry,3.875
174,none,Averageness,4.178571428571429
174,none,Femininity,3.75
174,none,Masculinity,4.481481481481482
174,none,Symmetry,3.888888888888889
176,manipulated,Averageness,2.95
176,manipulated,Femininity,3.076923076923077
176,manipulated,Masculinity,2.9047619047619047
176,manipulated,Symmetry,2.72
176,none,Averageness,2.9523809523809526
176,none,Femininity,3.2
176,none,Masculinity,3.5172413793103448
176,none,Symmetry,3.2941176470588234
179,manipulated,Averageness,3.8333333333333335
179,manipulated,Femininity,3.0526315789473686
179,manipulated,Masculinity,2.857142857142857
179,manipulated,Symmetry,3.0526315789473686
179,none,Averageness,3.0869565217391304
179,none,Femininity,2.8181818181818183
179,none,Masculinity,3.413793103448276
179,none,Symmetry,2.608695652173913
181,manipulated,Averageness,2.789473684210526
181,manipulated,Femininity,2.5714285714285716
181,manipulated,Masculinity,2.3703703703703702
181,manipulated,Symmetry,2.1
181,none,Averageness,2.1818181818181817
181,none,Femininity,2.05
181,none,Masculinity,2.9130434782608696
181,none,Symmetry,2.409090909090909
183,manipulated,Averageness,4.269230769230769
183,manipulated,Femininity,3.5714285714285716
183,manipulated,Masculinity,4.0588235294117645
183,manipulated,Symmetry,3.736842105263158
183,none,Averageness,4.133333333333334
183,none,Femininity,4.461538461538462
183,none,Masculinity,5.0
183,none,Symmetry,4.086956521739131
184,manipulated,Averageness,4.380952380952381
184,manipulated,Femininity,3.8125
184,manipulated,Masculinity,3.5238095238095237
184,manipulated,Symmetry,3.7222222222222223
184,none,Averageness,3.95
184,none,Femininity,2.96
184,none,Masculinity,4.137931034482759
184,none,Symmetry,3.5833333333333335
185,manipulated,Averageness,4.476190476190476
185,manipulated,Femininity,3.789473684210526
185,manipulated,Masculinity,3.3157894736842106
185,manipulated,Symmetry,3.6666666666666665
185,none,Averageness,3.9
185,none,Femininity,3.4545454545454546
185,none,Masculinity,3.6774193548387095
185,none,Symmetry,4.0
186,manipulated,Averageness,2.473684210526316
186,manipulated,Femininity,2.2857142857142856
186,manipulated,Masculinity,1.9642857142857142
186,manipulated,Symmetry,2.0526315789473686
186,none,Averageness,2.0454545454545454
186,none,Femininity,1.75
186,none,Masculinity,2.727272727272727
186,none,Symmetry,2.391304347826087
189,manipulated,Averageness,4.882352941176471
189,manipulated,Femininity,3.5
189,manipulated,Masculinity,4.95
189,manipulated,Symmetry,4.62962962962963
189,none,Averageness,4.833333333333333
189,none,Femininity,5.56
189,none,Masculinity,5.133333333333334
189,none,Symmetry,4.6
190,manipulated,Averageness,4.095238095238095
190,manipulated,Femininity,2.125
190,manipulated,Masculinity,2.9393939393939394
190,manipulated,Symmetry,2.6666666666666665
190,none,Averageness,2.9
190,none,Femininity,3.04
190,none,Masculinity,3.0
190,none,Symmetry,3.125
191,manipulated,Averageness,3.130434782608696
191,manipulated,Femininity,2.6666666666666665
191,manipulated,Masculinity,2.9310344827586206
191,manipulated,Symmetry,2.52
191,none,Averageness,2.4444444444444446
191,none,Femininity,2.3043478260869565
191,none,Masculinity,3.2857142857142856
191,none,Symmetry,2.8823529411764706
192,manipulated,Averageness,2.6818181818181817
192,manipulated,Femininity,2.9411764705882355
192,manipulated,Masculinity,2.576923076923077
192,manipulated,Symmetry,2.1904761904761907
192,none,Averageness,2.4210526315789473
192,none,Femininity,2.2083333333333335
192,none,Masculinity,2.5
192,none,Symmetry,2.142857142857143
193,manipulated,Averageness,3.7777777777777777
193,manipulated,Femininity,2.7142857142857144
193,manipulated,Masculinity,3.0
193,manipulated,Symmetry,2.9473684210526314
193,none,Averageness,2.652173913043478
193,none,Femininity,3.3
193,none,Masculinity,3.4615384615384617
193,none,Symmetry,2.782608695652174
195,manipulated,Averageness,3.0
195,manipulated,Femininity,2.411764705882353
195,manipulated,Masculinity,2.347826086956522
195,manipulated,Symmetry,2.25
195,none,Averageness,2.36
195,none,Femininity,1.9583333333333333
195,none,Masculinity,2.814814814814815
195,none,Symmetry,2.5555555555555554
203,manipulated,Averageness,2.5384615384615383
203,manipulated,Femininity,2.5217391304347827
203,manipulated,Masculinity,2.3214285714285716
203,manipulated,Symmetry,1.9473684210526316
203,none,Averageness,2.466666666666667
203,none,Femininity,2.0
203,none,Masculinity,2.772727272727273
203,none,Symmetry,2.6956521739130435
205,manipulated,Averageness,4.380952380952381
205,manipulated,Femininity,4.095238095238095
205,manipulated,Masculinity,4.208333333333333
205,manipulated,Symmetry,4.409090909090909
205,none,Averageness,4.7
205,none,Femininity,4.5
205,none,Masculinity,5.346153846153846
205,none,Symmetry,4.4
206,manipulated,Averageness,4.1
206,manipulated,Femininity,3.4
206,manipulated,Masculinity,3.1481481481481484
206,manipulated,Symmetry,3.8260869565217392
206,none,Averageness,3.7142857142857144
206,none,Femininity,3.6538461538461537
206,none,Masculinity,4.391304347826087
206,none,Symmetry,3.736842105263158
211,manipulated,Averageness,3.9523809523809526
211,manipulated,Femininity,3.8333333333333335
211,manipulated,Masculinity,4.846153846153846
211,manipulated,Symmetry,4.68
211,none,Averageness,4.25
211,none,Femininity,5.086956521739131
211,none,Masculinity,4.5
211,none,Symmetry,4.529411764705882
212,manipulated,Averageness,3.4583333333333335
212,manipulated,Femininity,3.176470588235294
212,manipulated,Masculinity,3.16
212,manipulated,Symmetry,2.8636363636363638
212,none,Averageness,2.7058823529411766
212,none,Femininity,2.7083333333333335
212,none,Masculinity,3.68
212,none,Symmetry,2.55
217,manipulated,Averageness,3.0869565217391304
217,manipulated,Femininity,2.217391304347826
217,manipulated,Masculinity,2.096774193548387
217,manipulated,Symmetry,2.1904761904761907
217,none,Averageness,2.2222222222222223
217,none,Femininity,2.5
217,none,Masculinity,3.1052631578947367
217,none,Symmetry,2.5714285714285716
219,manipulated,Averageness,2.5
219,manipulated,Femininity,1.6875
219,manipulated,Masculinity,2.0714285714285716
219,manipulated,Symmetry,2.16
219,none,Averageness,1.826086956521739
219,none,Femininity,2.12
219,none,Masculinity,2.3181818181818183
219,none,Symmetry,1.6470588235294117
223,manipulated,Averageness,2.764705882352941
223,manipulated,Femininity,3.1578947368421053
223,manipulated,Masculinity,2.392857142857143
223,manipulated,Symmetry,2.7142857142857144
223,none,Averageness,2.4166666666666665
223,none,Femininity,2.5
223,none,Masculinity,2.772727272727273
223,none,Symmetry,2.0476190476190474
224,manipulated,Averageness,2.6842105263157894
224,manipulated,Femininity,1.75
224,manipulated,Masculinity,2.0
224,manipulated,Symmetry,2.0
224,none,Averageness,1.9090909090909092
224,none,Femininity,2.2857142857142856
224,none,Masculinity,2.1
224,none,Symmetry,2.1904761904761907
226,manipulated,Averageness,3.0416666666666665
226,manipulated,Femininity,2.04
226,manipulated,Masculinity,2.75
226,manipulated,Symmetry,2.25
226,none,Averageness,2.7058823529411766
226,none,Femininity,2.1875
226,none,Masculinity,2.8181818181818183
226,none,Symmetry,2.6818181818181817
229,manipulated,Averageness,4.434782608695652
229,manipulated,Femininity,3.5
229,manipulated,Masculinity,3.6818181818181817
229,manipulated,Symmetry,3.5714285714285716
229,none,Averageness,3.0
229,none,Femininity,3.3448275862068964
229,none,Masculinity,4.107142857142857
229,none,Symmetry,3.6666666666666665
230,manipulated,Averageness,2.590909090909091
230,manipulated,Femininity,2.473684210526316
230,manipulated,Masculinity,2.3225806451612905
230,manipulated,Symmetry,2.24
230,none,Averageness,2.0526315789473686
230,none,Femininity,1.9090909090909092
230,none,Masculinity,2.0526315789473686
