PID,PID_Sex,PID_Age,Manipulation,combined_info,score
88,Female,18,Masculinity,127_None,0
89,Female,39,Masculinity,127_None,0
90,Female,18,Masculinity,127_None,0
91,Male,19,Masculinity,127_None,3
92,Female,20,Masculinity,127_None,5
103,Female,18,Symmetry,127_None,0
106,Female,19,Symmetry,127_None,2
106,Male,22,Symmetry,127_None,0
109,Male,20,Symmetry,127_None,0
112,Female,18,Symmetry,127_None,3
115,Female,18,Symmetry,127_None,4
118,Female,19,Symmetry,127_None,1
121,Female,18,Symmetry,127_None,0
124,Female,19,Symmetry,127_None,0
127,Female,19,Symmetry,127_None,2
130,Female,19,Symmetry,127_None,3
133,Female,21,Symmetry,127_None,0
136,Male,20,Symmetry,127_None,0
139,Female,19,Symmetry,127_None,0
142,Female,19,Symmetry,127_None,0
145,Male,18,Symmetry,127_None,0
148,Male,22,Symmetry,127_None,0
151,Male,20,Symmetry,127_None,3
154,Male,21,Symmetry,127_None,5
157,Male,19,Symmetry,127_None,1
160,Male,19,Symmetry,127_None,1
163,Male,21,Symmetry,127_None,0
166,Male,18,Symmetry,127_None,4
169,Male,21,Symmetry,127_None,3
172,Female,19,Symmetry,127_None,4
175,Male,21,Symmetry,127_None,5
178,Male,20,Symmetry,127_None,0
181,Female,22,Symmetry,127_None,0
184,Female,21,Symmetry,127_None,6
187,Female,19,Symmetry,127_None,0
190,Male,19,Symmetry,127_None,0
193,Female,22,Symmetry,127_None,2
196,Female,20,Symmetry,127_None,4
199,Female,19,Symmetry,127_None,0
202,Female,19,Symmetry,127_None,0
205,Female,22,Symmetry,127_None,4
208,Female,18,Symmetry,127_None,0
211,Female,18,Symmetry,127_None,4
214,Female,20,Symmetry,127_None,4
217,Female,19,Symmetry,127_None,4
220,Male,21,Symmetry,127_None,0
275,Male,20,Symmetry,127_None,1
102,Female,19,Averageness,128_Manipulated,4
105,Female,19,Averageness,128_Manipulated,4
108,Male,19,Averageness,128_Manipulated,0
111,Female,19,Averageness,128_Manipulated,0
114,Male,19,Averageness,128_Manipulated,0
117,Female,19,Averageness,128_Manipulated,0
120,Female,19,Averageness,128_Manipulated,4
123,Male,19,Averageness,128_Manipulated,0
126,Male,21,Averageness,128_Manipulated,0
129,Female,19,Averageness,128_Manipulated,0
132,Female,19,Averageness,128_Manipulated,0
135,Female,19,Averageness,128_Manipulated,0
138,Male,19,Averageness,128_Manipulated,1
141,Female,22,Averageness,128_Manipulated,3
144,Male,19,Averageness,128_Manipulated,0
147,Female,19,Averageness,128_Manipulated,6
150,Male,19,Averageness,128_Manipulated,0
153,Male,18,Averageness,128_Manipulated,0
156,Male,18,Averageness,128_Manipulated,2
159,Female,19,Averageness,128_Manipulated,0
162,Female,19,Averageness,128_Manipulated,0
165,Female,18,Averageness,128_Manipulated,5
168,Male,20,Averageness,128_Manipulated,0
171,Male,19,Averageness,128_Manipulated,0
174,Male,21,Averageness,128_Manipulated,0
177,Female,22,Averageness,128_Manipulated,6
180,Female,19,Averageness,128_Manipulated,3
183,Male,20,Averageness,128_Manipulated,3
186,Female,21,Averageness,128_Manipulated,2
189,Female,19,Averageness,128_Manipulated,3
192,Female,20,Averageness,128_Manipulated,4
195,Female,19,Averageness,128_Manipulated,0
198,Female,19,Averageness,128_Manipulated,4
201,Female,20,Averageness,128_Manipulated,0
204,Female,20,Averageness,128_Manipulated,0
207,Female,18,Averageness,128_Manipulated,3
210,Female,19,Averageness,128_Manipulated,4
213,Male,19,Averageness,128_Manipulated,2
216,Female,21,Averageness,128_Manipulated,0
219,Female,18,Averageness,128_Manipulated,0
222,Female,21,Averageness,128_Manipulated,4
101,Female,21,Femininity,128_Manipulated,4
104,Female,18,Femininity,128_Manipulated,2
110,Female,19,Femininity,128_Manipulated,0
113,Female,18,Femininity,128_Manipulated,3
116,Female,18,Femininity,128_Manipulated,0
119,Female,20,Femininity,128_Manipulated,0
122,Female,20,Femininity,128_Manipulated,1
125,Male,19,Femininity,128_Manipulated,0
128,Female,19,Femininity,128_Manipulated,3
131,Female,18,Femininity,128_Manipulated,0
134,Female,18,Femininity,128_Manipulated,0
137,Female,19,Femininity,128_Manipulated,0
140,Female,19,Femininity,128_Manipulated,3
143,Female,18,Femininity,128_Manipulated,0
146,Female,19,Femininity,128_Manipulated,4
149,Female,18,Femininity,128_Manipulated,0
152,Male,19,Femininity,128_Manipulated,2
155,Male,19,Femininity,128_Manipulated,4
158,Male,19,Femininity,128_Manipulated,1
161,Male,19,Femininity,128_Manipulated,3
164,Female,20,Femininity,128_Manipulated,0
167,Male,19,Femininity,128_Manipulated,0
170,Male,19,Femininity,128_Manipulated,2
173,Male,19,Femininity,128_Manipulated,0
176,Female,22,Femininity,128_Manipulated,4
179,Male,20,Femininity,128_Manipulated,0
182,Male,18,Femininity,128_Manipulated,3
185,Female,22,Femininity,128_Manipulated,0
188,Female,21,Femininity,128_Manipulated,5
191,Female,21,Femininity,128_Manipulated,0
194,Male,18,Femininity,128_Manipulated,0
197,Female,21,Femininity,128_Manipulated,0
200,Male,20,Femininity,128_Manipulated,0
203,Female,19,Femininity,128_Manipulated,0
206,Male,20,Femininity,128_Manipulated,2
209,Male,20,Femininity,128_Manipulated,0
212,Male,22,Femininity,128_Manipulated,2
215,Female,20,Femininity,128_Manipulated,0
218,Male,18,Femininity,128_Manipulated,4
221,Male,19,Femininity,128_Manipulated,0
224,Male,20,Femininity,128_Manipulated,4
43,Male,34,Masculinity,128_Manipulated,0
44,Female,19,Masculinity,128_Manipulated,4
45,Male,20,Masculinity,128_Manipulated,3
46,Female,19,Masculinity,128_Manipulated,0
47,Female,19,Masculinity,128_Manipulated,3
48,Female,20,Masculinity,128_Manipulated,1
49,Male,23,Masculinity,128_Manipulated,4
50,Female,19,Masculinity,128_Manipulated,0
51,Female,19,Masculinity,128_Manipulated,3
52,Female,22,Masculinity,128_Manipulated,4
53,Female,19,Masculinity,128_Manipulated,3
54,Male,19,Masculinity,128_Manipulated,2
55,Female,20,Masculinity,128_Manipulated,4
56,Female,20,Masculinity,128_Manipulated,2
57,Female,19,Masculinity,128_Manipulated,3
58,Male,18,Masculinity,128_Manipulated,0
59,Male,31,Masculinity,128_Manipulated,0
60,Male,19,Masculinity,128_Manipulated,3
61,Female,41,Masculinity,128_Manipulated,0
62,Female,19,Masculinity,128_Manipulated,4
63,Female,24,Masculinity,128_Manipulated,0
64,Female,19,Masculinity,128_Manipulated,4
65,Female,20,Masculinity,128_Manipulated,0
66,Male,21,Masculinity,128_Manipulated,0
67,Female,34,Masculinity,128_Manipulated,4
68,Male,18,Masculinity,128_Manipulated,3
69,Female,19,Masculinity,128_Manipulated,0
70,Female,19,Masculinity,128_Manipulated,0
71,Female,18,Masculinity,128_Manipulated,0
72,Female,18,Masculinity,128_Manipulated,0
73,Female,19,Masculinity,128_Manipulated,4
74,Female,18,Masculinity,128_Manipulated,0
75,Female,20,Masculinity,128_Manipulated,0
76,Female,18,Masculinity,128_Manipulated,0
77,Female,20,Masculinity,128_Manipulated,0
78,Female,19,Masculinity,128_Manipulated,3
79,Female,20,Masculinity,128_Manipulated,0
80,Female,20,Masculinity,128_Manipulated,0
81,Female,18,Masculinity,128_Manipulated,4
82,Female,20,Masculinity,128_Manipulated,2
83,Female,18,Masculinity,128_Manipulated,2
84,Female,19,Masculinity,128_Manipulated,4
85,Female,19,Masculinity,128_Manipulated,1
86,Male,18,Masculinity,128_Manipulated,3
87,Female,18,Masculinity,128_Manipulated,0
88,Female,18,Masculinity,128_Manipulated,4
89,Female,39,Masculinity,128_Manipulated,0
90,Female,18,Masculinity,128_Manipulated,0
91,Male,19,Masculinity,128_Manipulated,4
92,Female,20,Masculinity,128_Manipulated,4
103,Female,18,Symmetry,128_Manipulated,0
106,Female,19,Symmetry,128_Manipulated,3
106,Male,22,Symmetry,128_Manipulated,1
109,Male,20,Symmetry,128_Manipulated,0
112,Female,18,Symmetry,128_Manipulated,0
115,Female,18,Symmetry,128_Manipulated,0
118,Female,19,Symmetry,128_Manipulated,1
121,Female,18,Symmetry,128_Manipulated,0
124,Female,19,Symmetry,128_Manipulated,3
127,Female,19,Symmetry,128_Manipulated,1
130,Female,19,Symmetry,128_Manipulated,0
133,Female,21,Symmetry,128_Manipulated,0
136,Male,20,Symmetry,128_Manipulated,2
139,Female,19,Symmetry,128_Manipulated,4
142,Female,19,Symmetry,128_Manipulated,0
145,Male,18,Symmetry,128_Manipulated,2
148,Male,22,Symmetry,128_Manipulated,4
151,Male,20,Symmetry,128_Manipulated,1
154,Male,21,Symmetry,128_Manipulated,3
157,Male,19,Symmetry,128_Manipulated,3
160,Male,19,Symmetry,128_Manipulated,0
163,Male,21,Symmetry,128_Manipulated,0
166,Male,18,Symmetry,128_Manipulated,2
169,Male,21,Symmetry,128_Manipulated,0
172,Female,19,Symmetry,128_Manipulated,0
175,Male,21,Symmetry,128_Manipulated,0
178,Male,20,Symmetry,128_Manipulated,0
181,Female,22,Symmetry,128_Manipulated,2
184,Female,21,Symmetry,128_Manipulated,2
187,Female,19,Symmetry,128_Manipulated,2
190,Male,19,Symmetry,128_Manipulated,0
193,Female,22,Symmetry,128_Manipulated,0
196,Female,20,Symmetry,128_Manipulated,4
199,Female,19,Symmetry,128_Manipulated,2
202,Female,19,Symmetry,128_Manipulated,2
205,Female,22,Symmetry,128_Manipulated,5
208,Female,18,Symmetry,128_Manipulated,0
211,Female,18,Symmetry,128_Manipulated,0
214,Female,20,Symmetry,128_Manipulated,0
217,Female,19,Symmetry,128_Manipulated,0
220,Male,21,Symmetry,128_Manipulated,3
275,Male,20,Symmetry,128_Manipulated,3
102,Female,19,Averageness,128_None,0
105,Female,19,Averageness,128_None,0
108,Male,19,Averageness,128_None,3
111,Female,19,Averageness,128_None,4
114,Male,19,Averageness,128_None,3
117,Female,19,Averageness,128_None,2
120,Female,19,Averageness,128_None,0
123,Male,19,Averageness,128_None,6
126,Male,21,Averageness,128_None,1
129,Female,19,Averageness,128_None,2
132,Female,19,Averageness,128_None,3
135,Female,19,Averageness,128_None,3
138,Male,19,Averageness,128_None,0
141,Female,22,Averageness,128_None,0
144,Male,19,Averageness,128_None,2
147,Female,19,Averageness,128_None,0
150,Male,19,Averageness,128_None,4
153,Male,18,Averageness,128_None,5
156,Male,18,Averageness,128_None,0
159,Female,19,Averageness,128_None,4
162,Female,19,Averageness,128_None,3
165,Female,18,Averageness,128_None,0
168,Male,20,Averageness,128_None,1
171,Male,19,Averageness,128_None,2
174,Male,21,Averageness,128_None,2
177,Female,22,Averageness,128_None,0
180,Female,19,Averageness,128_None,0
183,Male,20,Averageness,128_None,0
186,Female,21,Averageness,128_None,0
189,Female,19,Averageness,128_None,0
192,Female,20,Averageness,128_None,0
195,Female,19,Averageness,128_None,5
198,Female,19,Averageness,128_None,0
201,Female,20,Averageness,128_None,3
204,Female,20,Averageness,128_None,2
207,Female,18,Averageness,128_None,0
210,Female,19,Averageness,128_None,0
213,Male,19,Averageness,128_None,0
216,Female,21,Averageness,128_None,3
219,Female,18,Averageness,128_None,2
222,Female,21,Averageness,128_None,0
101,Female,21,Femininity,128_None,0
104,Female,18,Femininity,128_None,0
110,Female,19,Femininity,128_None,3
113,Female,18,Femininity,128_None,0
116,Female,18,Femininity,128_None,5
119,Female,20,Femininity,128_None,4
122,Female,20,Femininity,128_None,0
125,Male,19,Femininity,128_None,5
128,Female,19,Femininity,128_None,0
131,Female,18,Femininity,128_None,4
134,Female,18,Femininity,128_None,4
137,Female,19,Femininity,128_None,2
140,Female,19,Femininity,128_None,0
143,Female,18,Femininity,128_None,4
146,Female,19,Femininity,128_None,0
149,Female,18,Femininity,128_None,4
152,Male,19,Femininity,128_None,0
155,Male,19,Femininity,128_None,0
158,Male,19,Femininity,128_None,0
161,Male,19,Femininity,128_None,0
164,Female,20,Femininity,128_None,3
167,Male,19,Femininity,128_None,1
170,Male,19,Femininity,128_None,0
173,Male,19,Femininity,128_None,1
176,Female,22,Femininity,128_None,0
179,Male,20,Femininity,128_None,1
182,Male,18,Femininity,128_None,0
185,Female,22,Femininity,128_None,1
188,Female,21,Femininity,128_None,0
191,Female,21,Femininity,128_None,3
194,Male,18,Femininity,128_None,5
197,Female,21,Femininity,128_None,3
200,Male,20,Femininity,128_None,5
203,Female,19,Femininity,128_None,4
206,Male,20,Femininity,128_None,0
209,Male,20,Femininity,128_None,3
212,Male,22,Femininity,128_None,0
215,Female,20,Femininity,128_None,4
218,Male,18,Femininity,128_None,0
221,Male,19,Femininity,128_None,2
224,Male,20,Femininity,128_None,0
43,Male,34,Masculinity,128_None,2
44,Female,19,Masculinity,128_None,0
45,Male,20,Masculinity,128_None,0
46,Female,19,Masculinity,128_None,2
47,Female,19,Masculinity,128_None,0
48,Female,20,Masculinity,128_None,0
49,Male,23,Masculinity,128_None,0
50,Female,19,Masculinity,128_None,3
51,Female,19,Masculinity,128_None,0
52,Female,22,Masculinity,128_None,0
53,Female,19,Masculinity,128_None,0
54,Male,19,Masculinity,128_None,0
55,Female,20,Masculinity,128_None,0
56,Female,20,Masculinity,128_None,0
57,Female,19,Masculinity,128_None,0
58,Male,18,Masculinity,128_None,3
59,Male,31,Masculinity,128_None,1
60,Male,19,Masculinity,128_None,0
61,Female,41,Masculinity,128_None,2
62,Female,19,Masculinity,128_None,0
63,Female,24,Masculinity,128_None,3
64,Female,19,Masculinity,128_None,0
65,Female,20,Masculinity,128_None,2
66,Male,21,Masculinity,128_None,4
67,Female,34,Masculinity,128_None,0
68,Male,18,Masculinity,128_None,0
69,Female,19,Masculinity,128_None,4
70,Female,19,Masculinity,128_None,3
71,Female,18,Masculinity,128_None,3
72,Female,18,Masculinity,128_None,3
73,Female,19,Masculinity,128_None,0
74,Female,18,Masculinity,128_None,4
75,Female,20,Masculinity,128_None,6
76,Female,18,Masculinity,128_None,4
77,Female,20,Masculinity,128_None,2
78,Female,19,Masculinity,128_None,0
79,Female,20,Masculinity,128_None,5
80,Female,20,Masculinity,128_None,3
81,Female,18,Masculinity,128_None,0
82,Female,20,Masculinity,128_None,0
83,Female,18,Masculinity,128_None,0
84,Female,19,Masculinity,128_None,0
85,Female,19,Masculinity,128_None,0
86,Male,18,Masculinity,128_None,0
87,Female,18,Masculinity,128_None,3
88,Female,18,Masculinity,128_None,0
89,Female,39,Masculinity,128_None,2
90,Female,18,Masculinity,128_None,4
91,Male,19,Masculinity,128_None,0
92,Female,20,Masculinity,128_None,0
103,Female,18,Symmetry,128_None,5
106,Female,19,Symmetry,128_None,0
106,Male,22,Symmetry,128_None,0
109,Male,20,Symmetry,128_None,3
112,Female,18,Symmetry,128_None,4
115,Female,18,Symmetry,128_None,6
118,Female,19,Symmetry,128_None,0
121,Female,18,Symmetry,128_None,5
124,Female,19,Symmetry,128_None,0
127,Female,19,Symmetry,128_None,0
130,Female,19,Symmetry,128_None,2
133,Female,21,Symmetry,128_None,2
136,Male,20,Symmetry,128_None,0
139,Female,19,Symmetry,128_None,0
142,Female,19,Symmetry,128_None,5
145,Male,18,Symmetry,128_None,0
148,Male,22,Symmetry,128_None,0
151,Male,20,Symmetry,128_None,0
154,Male,21,Symmetry,128_None,0
157,Male,19,Symmetry,128_None,0
160,Male,19,Symmetry,128_None,1
163,Male,21,Symmetry,128_None,1
166,Male,18,Symmetry,128_None,0
169,Male,21,Symmetry,128_None,2
172,Female,19,Symmetry,128_None,5
175,Male,21,Symmetry,128_None,3
178,Male,20,Symmetry,128_None,3
181,Female,22,Symmetry,128_None,0
184,Female,21,Symmetry,128_None,0
187,Female,19,Symmetry,128_None,0
190,Male,19,Symmetry,128_None,2
193,Female,22,Symmetry,128_None,3
196,Female,20,Symmetry,128_None,0
199,Female,19,Symmetry,128_None,0
202,Female,19,Symmetry,128_None,0
205,Female,22,Symmetry,128_None,0
208,Female,18,Symmetry,128_None,3
211,Female,18,Symmetry,128_None,5
214,Female,20,Symmetry,128_None,4
217,Female,19,Symmetry,128_None,3
220,Male,21,Symmetry,128_None,0
275,Male,20,Symmetry,128_None,0
102,Female,19,Averageness,12_Manipulated,0
105,Female,19,Averageness,12_Manipulated,2
108,Male,19,Averageness,12_Manipulated,2
111,Female,19,Averageness,12_Manipulated,0
114,Male,19,Averageness,12_Manipulated,0
117,Female,19,Averageness,12_Manipulated,2
120,Female,19,Averageness,12_Manipulated,3
123,Male,19,Averageness,12_Manipulated,0
126,Male,21,Averageness,12_Manipulated,1
129,Female,19,Averageness,12_Manipulated,0
132,Female,19,Averageness,12_Manipulated,0
135,Female,19,Averageness,12_Manipulated,0
138,Male,19,Averageness,12_Manipulated,0
141,Female,22,Averageness,12_Manipulated,0
144,Male,19,Averageness,12_Manipulated,0
147,Female,19,Averageness,12_Manipulated,0
150,Male,19,Averageness,12_Manipulated,4
153,Male,18,Averageness,12_Manipulated,0
156,Male,18,Averageness,12_Manipulated,1
159,Female,19,Averageness,12_Manipulated,3
162,Female,19,Averageness,12_Manipulated,2
165,Female,18,Averageness,12_Manipulated,5
168,Male,20,Averageness,12_Manipulated,2
171,Male,19,Averageness,12_Manipulated,2
174,Male,21,Averageness,12_Manipulated,1
177,Female,22,Averageness,12_Manipulated,2
180,Female,19,Averageness,12_Manipulated,3
183,Male,20,Averageness,12_Manipulated,0
186,Female,21,Averageness,12_Manipulated,4
189,Female,19,Averageness,12_Manipulated,0
192,Female,20,Averageness,12_Manipulated,0
195,Female,19,Averageness,12_Manipulated,4
198,Female,19,Averageness,12_Manipulated,3
201,Female,20,Averageness,12_Manipulated,0
204,Female,20,Averageness,12_Manipulated,0
207,Female,18,Averageness,12_Manipulated,0
210,Female,19,Averageness,12_Manipulated,3
213,Male,19,Averageness,12_Manipulated,0
216,Female,21,Averageness,12_Manipulated,0
219,Female,18,Averageness,12_Manipulated,3
222,Female,21,Averageness,12_Manipulated,4
101,Female,21,Femininity,12_Manipulated,3
104,Female,18,Femininity,12_Manipulated,1
110,Female,19,Femininity,12_Manipulated,0
113,Female,18,Femininity,12_Manipulated,0
116,Female,18,Femininity,12_Manipulated,3
119,Female,20,Femininity,12_Manipulated,2
122,Female,20,Femininity,12_Manipulated,1
125,Male,19,Femininity,12_Manipulated,3
128,Female,19,Femininity,12_Manipulated,0
131,Female,18,Femininity,12_Manipulated,0
134,Female,18,Femininity,12_Manipulated,3
137,Female,19,Femininity,12_Manipulated,0
140,Female,19,Femininity,12_Manipulated,1
143,Female,18,Femininity,12_Manipulated,0
146,Female,19,Femininity,12_Manipulated,0
149,Female,18,Femininity,12_Manipulated,4
152,Male,19,Femininity,12_Manipulated,0
155,Male,19,Femininity,12_Manipulated,1
158,Male,19,Femininity,12_Manipulated,1
161,Male,19,Femininity,12_Manipulated,2
164,Female,20,Femininity,12_Manipulated,2
167,Male,19,Femininity,12_Manipulated,1
170,Male,19,Femininity,12_Manipulated,0
173,Male,19,Femininity,12_Manipulated,1
176,Female,22,Femininity,12_Manipulated,0
179,Male,20,Femininity,12_Manipulated,1
182,Male,18,Femininity,12_Manipulated,3
185,Female,22,Femininity,12_Manipulated,1
188,Female,21,Femininity,12_Manipulated,1
191,Female,21,Femininity,12_Manipulated,0
194,Male,18,Femininity,12_Manipulated,0
197,Female,21,Femininity,12_Manipulated,0
200,Male,20,Femininity,12_Manipulated,1
203,Female,19,Femininity,12_Manipulated,0
206,Male,20,Femininity,12_Manipulated,1
209,Male,20,Femininity,12_Manipulated,1
212,Male,22,Femininity,12_Manipulated,0
215,Female,20,Femininity,12_Manipulated,0
218,Male,18,Femininity,12_Manipulated,2
221,Male,19,Femininity,12_Manipulated,1
224,Male,20,Femininity,12_Manipulated,1
43,Male,34,Masculinity,12_Manipulated,0
44,Female,19,Masculinity,12_Manipulated,3
45,Male,20,Masculinity,12_Manipulated,0
46,Female,19,Masculinity,12_Manipulated,0
47,Female,19,Masculinity,12_Manipulated,0
48,Female,20,Masculinity,12_Manipulated,1
49,Male,23,Masculinity,12_Manipulated,3
50,Female,19,Masculinity,12_Manipulated,0
51,Female,19,Masculinity,12_Manipulated,1
52,Female,22,Masculinity,12_Manipulated,1
53,Female,19,Masculinity,12_Manipulated,3
54,Male,19,Masculinity,12_Manipulated,0
55,Female,20,Masculinity,12_Manipulated,3
56,Female,20,Masculinity,12_Manipulated,0
57,Female,19,Masculinity,12_Manipulated,1
58,Male,18,Masculinity,12_Manipulated,0
59,Male,31,Masculinity,12_Manipulated,0
60,Male,19,Masculinity,12_Manipulated,0
61,Female,41,Masculinity,12_Manipulated,1
62,Female,19,Masculinity,12_Manipulated,0
63,Female,24,Masculinity,12_Manipulated,2
64,Female,19,Masculinity,12_Manipulated,0
65,Female,20,Masculinity,12_Manipulated,0
66,Male,21,Masculinity,12_Manipulated,0
67,Female,34,Masculinity,12_Manipulated,2
68,Male,18,Masculinity,12_Manipulated,0
69,Female,19,Masculinity,12_Manipulated,0
70,Female,19,Masculinity,12_Manipulated,0
71,Female,18,Masculinity,12_Manipulated,0
72,Female,18,Masculinity,12_Manipulated,0
73,Female,19,Masculinity,12_Manipulated,2
74,Female,18,Masculinity,12_Manipulated,0
75,Female,20,Masculinity,12_Manipulated,6
76,Female,18,Masculinity,12_Manipulated,2
77,Female,20,Masculinity,12_Manipulated,0
78,Female,19,Masculinity,12_Manipulated,0
79,Female,20,Masculinity,12_Manipulated,0
80,Female,20,Masculinity,12_Manipulated,0
81,Female,18,Masculinity,12_Manipulated,4
82,Female,20,Masculinity,12_Manipulated,0
83,Female,18,Masculinity,12_Manipulated,0
84,Female,19,Masculinity,12_Manipulated,0
85,Female,19,Masculinity,12_Manipulated,0
86,Male,18,Masculinity,12_Manipulated,0
87,Female,18,Masculinity,12_Manipulated,0
88,Female,18,Masculinity,12_Manipulated,2
89,Female,39,Masculinity,12_Manipulated,0
90,Female,18,Masculinity,12_Manipulated,2
91,Male,19,Masculinity,12_Manipulated,0
92,Female,20,Masculinity,12_Manipulated,4
103,Female,18,Symmetry,12_Manipulated,0
106,Female,19,Symmetry,12_Manipulated,1
106,Male,22,Symmetry,12_Manipulated,1
109,Male,20,Symmetry,12_Manipulated,2
112,Female,18,Symmetry,12_Manipulated,0
115,Female,18,Symmetry,12_Manipulated,2
118,Female,19,Symmetry,12_Manipulated,2
121,Female,18,Symmetry,12_Manipulated,1
124,Female,19,Symmetry,12_Manipulated,2
127,Female,19,Symmetry,12_Manipulated,0
130,Female,19,Symmetry,12_Manipulated,0
133,Female,21,Symmetry,12_Manipulated,0
136,Male,20,Symmetry,12_Manipulated,1
139,Female,19,Symmetry,12_Manipulated,0
142,Female,19,Symmetry,12_Manipulated,2
145,Male,18,Symmetry,12_Manipulated,0
148,Male,22,Symmetry,12_Manipulated,0
151,Male,20,Symmetry,12_Manipulated,0
154,Male,21,Symmetry,12_Manipulated,2
157,Male,19,Symmetry,12_Manipulated,1
160,Male,19,Symmetry,12_Manipulated,0
163,Male,21,Symmetry,12_Manipulated,1
166,Male,18,Symmetry,12_Manipulated,0
169,Male,21,Symmetry,12_Manipulated,3
172,Female,19,Symmetry,12_Manipulated,3
175,Male,21,Symmetry,12_Manipulated,0
178,Male,20,Symmetry,12_Manipulated,0
181,Female,22,Symmetry,12_Manipulated,0
184,Female,21,Symmetry,12_Manipulated,0
187,Female,19,Symmetry,12_Manipulated,0
190,Male,19,Symmetry,12_Manipulated,1
193,Female,22,Symmetry,12_Manipulated,4
196,Female,20,Symmetry,12_Manipulated,1
199,Female,19,Symmetry,12_Manipulated,3
202,Female,19,Symmetry,12_Manipulated,0
205,Female,22,Symmetry,12_Manipulated,0
208,Female,18,Symmetry,12_Manipulated,1
211,Female,18,Symmetry,12_Manipulated,0
214,Female,20,Symmetry,12_Manipulated,3
217,Female,19,Symmetry,12_Manipulated,0
220,Male,21,Symmetry,12_Manipulated,2
275,Male,20,Symmetry,12_Manipulated,0
102,Female,19,Averageness,12_None,2
105,Female,19,Averageness,12_None,0
108,Male,19,Averageness,12_None,0
111,Female,19,Averageness,12_None,3
114,Male,19,Averageness,12_None,1
117,Female,19,Averageness,12_None,0
120,Female,19,Averageness,12_None,0
123,Male,19,Averageness,12_None,1
126,Male,21,Averageness,12_None,0
129,Female,19,Averageness,12_None,1
132,Female,19,Averageness,12_None,2
135,Female,19,Averageness,12_None,2
138,Male,19,Averageness,12_None,1
141,Female,22,Averageness,12_None,1
144,Male,19,Averageness,12_None,1
147,Female,19,Averageness,12_None,1
150,Male,19,Averageness,12_None,0
153,Male,18,Averageness,12_None,3
156,Male,18,Averageness,12_None,0
159,Female,19,Averageness,12_None,0
162,Female,19,Averageness,12_None,0
165,Female,18,Averageness,12_None,0
168,Male,20,Averageness,12_None,0
171,Male,19,Averageness,12_None,0
174,Male,21,Averageness,12_None,0
177,Female,22,Averageness,12_None,0
180,Female,19,Averageness,12_None,0
183,Male,20,Averageness,12_None,2
186,Female,21,Averageness,12_None,0
189,Female,19,Averageness,12_None,2
192,Female,20,Averageness,12_None,2
195,Female,19,Averageness,12_None,0
198,Female,19,Averageness,12_None,0
201,Female,20,Averageness,12_None,2
204,Female,20,Averageness,12_None,2
207,Female,18,Averageness,12_None,3
210,Female,19,Averageness,12_None,0
213,Male,19,Averageness,12_None,2
216,Female,21,Averageness,12_None,1
219,Female,18,Averageness,12_None,0
222,Female,21,Averageness,12_None,0
101,Female,21,Femininity,12_None,0
104,Female,18,Femininity,12_None,0
110,Female,19,Femininity,12_None,1
113,Female,18,Femininity,12_None,2
116,Female,18,Femininity,12_None,0
119,Female,20,Femininity,12_None,0
122,Female,20,Femininity,12_None,0
125,Male,19,Femininity,12_None,0
128,Female,19,Femininity,12_None,3
131,Female,18,Femininity,12_None,1
134,Female,18,Femininity,12_None,0
137,Female,19,Femininity,12_None,5
140,Female,19,Femininity,12_None,0
143,Female,18,Femininity,12_None,1
146,Female,19,Femininity,12_None,3
149,Female,18,Femininity,12_None,0
152,Male,19,Femininity,12_None,1
155,Male,19,Femininity,12_None,0
158,Male,19,Femininity,12_None,0
161,Male,19,Femininity,12_None,0
164,Female,20,Femininity,12_None,0
167,Male,19,Femininity,12_None,0
170,Male,19,Femininity,12_None,2
173,Male,19,Femininity,12_None,0
176,Female,22,Femininity,12_None,3
179,Male,20,Femininity,12_None,0
182,Male,18,Femininity,12_None,0
185,Female,22,Femininity,12_None,0
188,Female,21,Femininity,12_None,0
191,Female,21,Femininity,12_None,1
194,Male,18,Femininity,12_None,5
197,Female,21,Femininity,12_None,3
200,Male,20,Femininity,12_None,0
203,Female,19,Femininity,12_None,1
206,Male,20,Femininity,12_None,0
209,Male,20,Femininity,12_None,0
212,Male,22,Femininity,12_None,1
215,Female,20,Femininity,12_None,3
218,Male,18,Femininity,12_None,0
221,Male,19,Femininity,12_None,0
224,Male,20,Femininity,12_None,0
43,Male,34,Masculinity,12_None,1
44,Female,19,Masculinity,12_None,0
45,Male,20,Masculinity,12_None,3
46,Female,19,Masculinity,12_None,1
47,Female,19,Masculinity,12_None,2
48,Female,20,Masculinity,12_None,0
49,Male,23,Masculinity,12_None,0
50,Female,19,Masculinity,12_None,2
51,Female,19,Masculinity,12_None,0
52,Female,22,Masculinity,12_None,0
53,Female,19,Masculinity,12_None,0
54,Male,19,Masculinity,12_None,3
55,Female,20,Masculinity,12_None,0
56,Female,20,Masculinity,12_None,1
57,Female,19,Masculinity,12_None,0
58,Male,18,Masculinity,12_None,1
59,Male,31,Masculinity,12_None,1
60,Male,19,Masculinity,12_None,2
61,Female,41,Masculinity,12_None,0
62,Female,19,Masculinity,12_None,3
63,Female,24,Masculinity,12_None,0
64,Female,19,Masculinity,12_None,3
65,Female,20,Masculinity,12_None,2
66,Male,21,Masculinity,12_None,1
67,Female,34,Masculinity,12_None,0
68,Male,18,Masculinity,12_None,1
69,Female,19,Masculinity,12_None,3
70,Female,19,Masculinity,12_None,1
