PID,PID_Sex,PID_Age,Manipulation,combined_info,score,face_id,condition
146,Female,19,Femininity,151_None,,151,
149,Female,18,Femininity,151_None,4.0,151,
152,Male,19,Femininity,151_None,1.0,151,
155,Male,19,Femininity,151_None,,151,
158,Male,19,Femininity,151_None,3.0,151,
161,Male,19,Femininity,151_None,3.0,151,
164,Female,20,Femininity,151_None,,151,
167,Male,19,Femininity,151_None,,151,
170,Male,19,Femininity,151_None,2.0,151,
173,Male,19,Femininity,151_None,,151,
176,Female,22,Femininity,151_None,3.0,151,
179,Male,20,Femininity,151_None,,151,
182,Male,18,Femininity,151_None,,151,
185,Female,22,Femininity,151_None,,151,
188,Female,21,Femininity,151_None,,151,
191,Female,21,Femininity,151_None,2.0,151,
194,Male,18,Femininity,151_None,1.0,151,
197,Female,21,Femininity,151_None,,151,
200,Male,20,Femininity,151_None,3.0,151,
203,Female,19,Femininity,151_None,3.0,151,
206,Male,20,Femininity,151_None,,151,
209,Male,20,Femininity,151_None,,151,
212,Male,22,Femininity,151_None,2.0,151,
215,Female,20,Femininity,151_None,4.0,151,
218,Male,18,Femininity,151_None,4.0,151,
221,Male,19,Femininity,151_None,1.0,151,
224,Male,20,Femininity,151_None,3.0,151,
43,Male,34,Masculinity,151_None,,151,
44,Female,19,Masculinity,151_None,,151,
45,Male,20,Masculinity,151_None,,151,
46,Female,19,Masculinity,151_None,,151,
47,Female,19,Masculinity,151_None,,151,
48,Female,20,Masculinity,151_None,,151,
49,Male,23,Masculinity,151_None,4.0,151,
50,Female,19,Masculinity,151_None,,151,
51,Female,19,Masculinity,151_None,,151,
52,Female,22,Masculinity,151_None,,151,
53,Female,19,Masculinity,151_None,,151,
54,Male,19,Masculinity,151_None,,151,
55,Female,20,Masculinity,151_None,5.0,151,
56,Female,20,Masculinity,151_None,,151,
57,Female,19,Masculinity,151_None,,151,
58,Male,18,Masculinity,151_None,2.0,151,
59,Male,31,Masculinity,151_None,,151,
60,Male,19,Masculinity,151_None,5.0,151,
61,Female,41,Masculinity,151_None,6.0,151,
62,Female,19,Masculinity,151_None,4.0,151,
63,Female,24,Masculinity,151_None,4.0,151,
64,Female,19,Masculinity,151_None,3.0,151,
65,Female,20,Masculinity,151_None,4.0,151,
66,Male,21,Masculinity,151_None,4.0,151,
67,Female,34,Masculinity,151_None,,151,
68,Male,18,Masculinity,151_None,6.0,151,
69,Female,19,Masculinity,151_None,,151,
70,Female,19,Masculinity,151_None,4.0,151,
71,Female,18,Masculinity,151_None,,151,
72,Female,18,Masculinity,151_None,,151,
73,Female,19,Masculinity,151_None,4.0,151,
74,Female,18,Masculinity,151_None,5.0,151,
75,Female,20,Masculinity,151_None,,151,
76,Female,18,Masculinity,151_None,3.0,151,
77,Female,20,Masculinity,151_None,,151,
78,Female,19,Masculinity,151_None,,151,
79,Female,20,Masculinity,151_None,4.0,151,
80,Female,20,Masculinity,151_None,2.0,151,
81,Female,18,Masculinity,151_None,,151,
82,Female,20,Masculinity,151_None,,151,
83,Female,18,Masculinity,151_None,,151,
84,Female,19,Masculinity,151_None,2.0,151,
85,Female,19,Masculinity,151_None,,151,
86,Male,18,Masculinity,151_None,,151,
87,Female,18,Masculinity,151_None,,151,
88,Female,18,Masculinity,151_None,5.0,151,
89,Female,39,Masculinity,151_None,5.0,151,
90,Female,18,Masculinity,151_None,,151,
91,Male,19,Masculinity,151_None,4.0,151,
92,Female,20,Masculinity,151_None,4.0,151,
103,Female,18,Symmetry,151_None,,151,
106,Female,19,Symmetry,151_None,,151,
106,Male,22,Symmetry,151_None,,151,
109,Male,20,Symmetry,151_None,,151,
112,Female,18,Symmetry,151_None,5.0,151,
115,Female,18,Symmetry,151_None,,151,
118,Female,19,Symmetry,151_None,,151,
121,Female,18,Symmetry,151_None,,151,
124,Female,19,Symmetry,151_None,4.0,151,
127,Female,19,Symmetry,151_None,7.0,151,
130,Female,19,Symmetry,151_None,5.0,151,
133,Female,21,Symmetry,151_None,,151,
136,Male,20,Symmetry,151_None,4.0,151,
139,Female,19,Symmetry,151_None,,151,
142,Female,19,Symmetry,151_None,5.0,151,
145,Male,18,Symmetry,151_None,,151,
148,Male,22,Symmetry,151_None,,151,
151,Male,20,Symmetry,151_None,,151,
154,Male,21,Symmetry,151_None,,151,
157,Male,19,Symmetry,151_None,3.0,151,
160,Male,19,Symmetry,151_None,1.0,151,
163,Male,21,Symmetry,151_None,2.0,151,
166,Male,18,Symmetry,151_None,,151,
169,Male,21,Symmetry,151_None,3.0,151,
172,Female,19,Symmetry,151_None,5.0,151,
175,Male,21,Symmetry,151_None,5.0,151,
178,Male,20,Symmetry,151_None,2.0,151,
181,Female,22,Symmetry,151_None,,151,
184,Female,21,Symmetry,151_None,4.0,151,
187,Female,19,Symmetry,151_None,2.0,151,
190,Male,19,Symmetry,151_None,,151,
193,Female,22,Symmetry,151_None,,151,
196,Female,20,Symmetry,151_None,5.0,151,
199,Female,19,Symmetry,151_None,4.0,151,
202,Female,19,Symmetry,151_None,4.0,151,
205,Female,22,Symmetry,151_None,,151,
208,Female,18,Symmetry,151_None,1.0,151,
211,Female,18,Symmetry,151_None,,151,
214,Female,20,Symmetry,151_None,4.0,151,
217,Female,19,Symmetry,151_None,,151,
220,Male,21,Symmetry,151_None,2.0,151,
275,Male,20,Symmetry,151_None,1.0,151,
102,Female,19,Averageness,153_Manipulated,,153,Manipulated
105,Female,19,Averageness,153_Manipulated,,153,Manipulated
108,Male,19,Averageness,153_Manipulated,3.0,153,Manipulated
111,Female,19,Averageness,153_Manipulated,3.0,153,Manipulated
114,Male,19,Averageness,153_Manipulated,,153,Manipulated
117,Female,19,Averageness,153_Manipulated,2.0,153,Manipulated
120,Female,19,Averageness,153_Manipulated,3.0,153,Manipulated
123,Male,19,Averageness,153_Manipulated,3.0,153,Manipulated
126,Male,21,Averageness,153_Manipulated,1.0,153,Manipulated
129,Female,19,Averageness,153_Manipulated,4.0,153,Manipulated
132,Female,19,Averageness,153_Manipulated,,153,Manipulated
135,Female,19,Averageness,153_Manipulated,4.0,153,Manipulated
138,Male,19,Averageness,153_Manipulated,,153,Manipulated
141,Female,22,Averageness,153_Manipulated,,153,Manipulated
144,Male,19,Averageness,153_Manipulated,2.0,153,Manipulated
147,Female,19,Averageness,153_Manipulated,,153,Manipulated
150,Male,19,Averageness,153_Manipulated,,153,Manipulated
153,Male,18,Averageness,153_Manipulated,3.0,153,Manipulated
156,Male,18,Averageness,153_Manipulated,1.0,153,Manipulated
159,Female,19,Averageness,153_Manipulated,4.0,153,Manipulated
162,Female,19,Averageness,153_Manipulated,,153,Manipulated
165,Female,18,Averageness,153_Manipulated,3.0,153,Manipulated
168,Male,20,Averageness,153_Manipulated,3.0,153,Manipulated
171,Male,19,Averageness,153_Manipulated,,153,Manipulated
174,Male,21,Averageness,153_Manipulated,,153,Manipulated
177,Female,22,Averageness,153_Manipulated,,153,Manipulated
180,Female,19,Averageness,153_Manipulated,,153,Manipulated
183,Male,20,Averageness,153_Manipulated,,153,Manipulated
186,Female,21,Averageness,153_Manipulated,,153,Manipulated
189,Female,19,Averageness,153_Manipulated,5.0,153,Manipulated
192,Female,20,Averageness,153_Manipulated,4.0,153,Manipulated
195,Female,19,Averageness,153_Manipulated,,153,Manipulated
198,Female,19,Averageness,153_Manipulated,,153,Manipulated
201,Female,20,Averageness,153_Manipulated,,153,Manipulated
204,Female,20,Averageness,153_Manipulated,,153,Manipulated
207,Female,18,Averageness,153_Manipulated,,153,Manipulated
210,Female,19,Averageness,153_Manipulated,4.0,153,Manipulated
213,Male,19,Averageness,153_Manipulated,,153,Manipulated
216,Female,21,Averageness,153_Manipulated,,153,Manipulated
219,Female,18,Averageness,153_Manipulated,,153,Manipulated
222,Female,21,Averageness,153_Manipulated,3.0,153,Manipulated
101,Female,21,Femininity,153_Manipulated,3.0,153,Manipulated
104,Female,18,Femininity,153_Manipulated,1.0,153,Manipulated
110,Female,19,Femininity,153_Manipulated,,153,Manipulated
113,Female,18,Femininity,153_Manipulated,2.0,153,Manipulated
116,Female,18,Femininity,153_Manipulated,2.0,153,Manipulated
119,Female,20,Femininity,153_Manipulated,5.0,153,Manipulated
122,Female,20,Femininity,153_Manipulated,,153,Manipulated
125,Male,19,Femininity,153_Manipulated,,153,Manipulated
128,Female,19,Femininity,153_Manipulated,,153,Manipulated
131,Female,18,Femininity,153_Manipulated,1.0,153,Manipulated
134,Female,18,Femininity,153_Manipulated,,153,Manipulated
137,Female,19,Femininity,153_Manipulated,5.0,153,Manipulated
140,Female,19,Femininity,153_Manipulated,1.0,153,Manipulated
143,Female,18,Femininity,153_Manipulated,2.0,153,Manipulated
146,Female,19,Femininity,153_Manipulated,2.0,153,Manipulated
149,Female,18,Femininity,153_Manipulated,,153,Manipulated
152,Male,19,Femininity,153_Manipulated,1.0,153,Manipulated
155,Male,19,Femininity,153_Manipulated,,153,Manipulated
158,Male,19,Femininity,153_Manipulated,1.0,153,Manipulated
161,Male,19,Femininity,153_Manipulated,,153,Manipulated
164,Female,20,Femininity,153_Manipulated,4.0,153,Manipulated
167,Male,19,Femininity,153_Manipulated,,153,Manipulated
170,Male,19,Femininity,153_Manipulated,2.0,153,Manipulated
173,Male,19,Femininity,153_Manipulated,,153,Manipulated
176,Female,22,Femininity,153_Manipulated,4.0,153,Manipulated
179,Male,20,Femininity,153_Manipulated,,153,Manipulated
182,Male,18,Femininity,153_Manipulated,,153,Manipulated
185,Female,22,Femininity,153_Manipulated,1.0,153,Manipulated
188,Female,21,Femininity,153_Manipulated,2.0,153,Manipulated
191,Female,21,Femininity,153_Manipulated,,153,Manipulated
194,Male,18,Femininity,153_Manipulated,4.0,153,Manipulated
197,Female,21,Femininity,153_Manipulated,6.0,153,Manipulated
200,Male,20,Femininity,153_Manipulated,,153,Manipulated
203,Female,19,Femininity,153_Manipulated,1.0,153,Manipulated
206,Male,20,Femininity,153_Manipulated,1.0,153,Manipulated
209,Male,20,Femininity,153_Manipulated,2.0,153,Manipulated
212,Male,22,Femininity,153_Manipulated,,153,Manipulated
215,Female,20,Femininity,153_Manipulated,4.0,153,Manipulated
218,Male,18,Femininity,153_Manipulated,,153,Manipulated
221,Male,19,Femininity,153_Manipulated,3.0,153,Manipulated
224,Male,20,Femininity,153_Manipulated,,153,Manipulated
43,Male,34,Masculinity,153_Manipulated,,153,Manipulated
44,Female,19,Masculinity,153_Manipulated,,153,Manipulated
45,Male,20,Masculinity,153_Manipulated,4.0,153,Manipulated
46,Female,19,Masculinity,153_Manipulated,1.0,153,Manipulated
47,Female,19,Masculinity,153_Manipulated,,153,Manipulated
48,Female,20,Masculinity,153_Manipulated,,153,Manipulated
49,Male,23,Masculinity,153_Manipulated,,153,Manipulated
50,Female,19,Masculinity,153_Manipulated,,153,Manipulated
51,Female,19,Masculinity,153_Manipulated,5.0,153,Manipulated
52,Female,22,Masculinity,153_Manipulated,,153,Manipulated
53,Female,19,Masculinity,153_Manipulated,3.0,153,Manipulated
54,Male,19,Masculinity,153_Manipulated,4.0,153,Manipulated
55,Female,20,Masculinity,153_Manipulated,4.0,153,Manipulated
56,Female,20,Masculinity,153_Manipulated,1.0,153,Manipulated
57,Female,19,Masculinity,153_Manipulated,,153,Manipulated
58,Male,18,Masculinity,153_Manipulated,2.0,153,Manipulated
59,Male,31,Masculinity,153_Manipulated,1.0,153,Manipulated
60,Male,19,Masculinity,153_Manipulated,5.0,153,Manipulated
61,Female,41,Masculinity,153_Manipulated,,153,Manipulated
62,Female,19,Masculinity,153_Manipulated,,153,Manipulated
63,Female,24,Masculinity,153_Manipulated,4.0,153,Manipulated
64,Female,19,Masculinity,153_Manipulated,4.0,153,Manipulated
65,Female,20,Masculinity,153_Manipulated,,153,Manipulated
66,Male,21,Masculinity,153_Manipulated,,153,Manipulated
67,Female,34,Masculinity,153_Manipulated,4.0,153,Manipulated
68,Male,18,Masculinity,153_Manipulated,4.0,153,Manipulated
69,Female,19,Masculinity,153_Manipulated,3.0,153,Manipulated
70,Female,19,Masculinity,153_Manipulated,,153,Manipulated
71,Female,18,Masculinity,153_Manipulated,3.0,153,Manipulated
72,Female,18,Masculinity,153_Manipulated,3.0,153,Manipulated
73,Female,19,Masculinity,153_Manipulated,3.0,153,Manipulated
74,Female,18,Masculinity,153_Manipulated,,153,Manipulated
75,Female,20,Masculinity,153_Manipulated,,153,Manipulated
76,Female,18,Masculinity,153_Manipulated,2.0,153,Manipulated
77,Female,20,Masculinity,153_Manipulated,,153,Manipulated
78,Female,19,Masculinity,153_Manipulated,,153,Manipulated
79,Female,20,Masculinity,153_Manipulated,,153,Manipulated
80,Female,20,Masculinity,153_Manipulated,,153,Manipulated
81,Female,18,Masculinity,153_Manipulated,3.0,153,Manipulated
82,Female,20,Masculinity,153_Manipulated,,153,Manipulated
83,Female,18,Masculinity,153_Manipulated,,153,Manipulated
84,Female,19,Masculinity,153_Manipulated,3.0,153,Manipulated
85,Female,19,Masculinity,153_Manipulated,3.0,153,Manipulated
86,Male,18,Masculinity,153_Manipulated,,153,Manipulated
87,Female,18,Masculinity,153_Manipulated,2.0,153,Manipulated
88,Female,18,Masculinity,153_Manipulated,,153,Manipulated
89,Female,39,Masculinity,153_Manipulated,,153,Manipulated
90,Female,18,Masculinity,153_Manipulated,3.0,153,Manipulated
91,Male,19,Masculinity,153_Manipulated,3.0,153,Manipulated
92,Female,20,Masculinity,153_Manipulated,,153,Manipulated
103,Female,18,Symmetry,153_Manipulated,,153,Manipulated
106,Female,19,Symmetry,153_Manipulated,,153,Manipulated
106,Male,22,Symmetry,153_Manipulated,3.0,153,Manipulated
109,Male,20,Symmetry,153_Manipulated,,153,Manipulated
112,Female,18,Symmetry,153_Manipulated,,153,Manipulated
115,Female,18,Symmetry,153_Manipulated,,153,Manipulated
118,Female,19,Symmetry,153_Manipulated,2.0,153,Manipulated
121,Female,18,Symmetry,153_Manipulated,3.0,153,Manipulated
124,Female,19,Symmetry,153_Manipulated,3.0,153,Manipulated
127,Female,19,Symmetry,153_Manipulated,,153,Manipulated
130,Female,19,Symmetry,153_Manipulated,,153,Manipulated
133,Female,21,Symmetry,153_Manipulated,,153,Manipulated
136,Male,20,Symmetry,153_Manipulated,3.0,153,Manipulated
139,Female,19,Symmetry,153_Manipulated,,153,Manipulated
142,Female,19,Symmetry,153_Manipulated,2.0,153,Manipulated
145,Male,18,Symmetry,153_Manipulated,2.0,153,Manipulated
148,Male,22,Symmetry,153_Manipulated,,153,Manipulated
151,Male,20,Symmetry,153_Manipulated,1.0,153,Manipulated
154,Male,21,Symmetry,153_Manipulated,,153,Manipulated
157,Male,19,Symmetry,153_Manipulated,3.0,153,Manipulated
160,Male,19,Symmetry,153_Manipulated,1.0,153,Manipulated
163,Male,21,Symmetry,153_Manipulated,4.0,153,Manipulated
166,Male,18,Symmetry,153_Manipulated,,153,Manipulated
169,Male,21,Symmetry,153_Manipulated,1.0,153,Manipulated
172,Female,19,Symmetry,153_Manipulated,,153,Manipulated
175,Male,21,Symmetry,153_Manipulated,,153,Manipulated
178,Male,20,Symmetry,153_Manipulated,1.0,153,Manipulated
181,Female,22,Symmetry,153_Manipulated,,153,Manipulated
184,Female,21,Symmetry,153_Manipulated,,153,Manipulated
187,Female,19,Symmetry,153_Manipulated,4.0,153,Manipulated
190,Male,19,Symmetry,153_Manipulated,,153,Manipulated
193,Female,22,Symmetry,153_Manipulated,5.0,153,Manipulated
196,Female,20,Symmetry,153_Manipulated,1.0,153,Manipulated
199,Female,19,Symmetry,153_Manipulated,,153,Manipulated
202,Female,19,Symmetry,153_Manipulated,,153,Manipulated
205,Female,22,Symmetry,153_Manipulated,5.0,153,Manipulated
208,Female,18,Symmetry,153_Manipulated,1.0,153,Manipulated
211,Female,18,Symmetry,153_Manipulated,4.0,153,Manipulated
214,Female,20,Symmetry,153_Manipulated,,153,Manipulated
217,Female,19,Symmetry,153_Manipulated,3.0,153,Manipulated
220,Male,21,Symmetry,153_Manipulated,,153,Manipulated
275,Male,20,Symmetry,153_Manipulated,,153,Manipulated
102,Female,19,Averageness,153_None,3.0,153,
105,Female,19,Averageness,153_None,3.0,153,
108,Male,19,Averageness,153_None,,153,
111,Female,19,Averageness,153_None,,153,
114,Male,19,Averageness,153_None,1.0,153,
117,Female,19,Averageness,153_None,,153,
120,Female,19,Averageness,153_None,,153,
123,Male,19,Averageness,153_None,,153,
126,Male,21,Averageness,153_None,,153,
129,Female,19,Averageness,153_None,,153,
132,Female,19,Averageness,153_None,3.0,153,
135,Female,19,Averageness,153_None,,153,
138,Male,19,Averageness,153_None,2.0,153,
141,Female,22,Averageness,153_None,3.0,153,
144,Male,19,Averageness,153_None,,153,
147,Female,19,Averageness,153_None,2.0,153,
150,Male,19,Averageness,153_None,2.0,153,
153,Male,18,Averageness,153_None,,153,
156,Male,18,Averageness,153_None,,153,
159,Female,19,Averageness,153_None,,153,
162,Female,19,Averageness,153_None,2.0,153,
165,Female,18,Averageness,153_None,,153,
168,Male,20,Averageness,153_None,,153,
171,Male,19,Averageness,153_None,2.0,153,
174,Male,21,Averageness,153_None,2.0,153,
177,Female,22,Averageness,153_None,2.0,153,
180,Female,19,Averageness,153_None,3.0,153,
183,Male,20,Averageness,153_None,3.0,153,
186,Female,21,Averageness,153_None,2.0,153,
189,Female,19,Averageness,153_None,,153,
192,Female,20,Averageness,153_None,,153,
195,Female,19,Averageness,153_None,5.0,153,
198,Female,19,Averageness,153_None,4.0,153,
201,Female,20,Averageness,153_None,3.0,153,
204,Female,20,Averageness,153_None,2.0,153,
207,Female,18,Averageness,153_None,3.0,153,
210,Female,19,Averageness,153_None,,153,
213,Male,19,Averageness,153_None,2.0,153,
216,Female,21,Averageness,153_None,1.0,153,
219,Female,18,Averageness,153_None,2.0,153,
222,Female,21,Averageness,153_None,,153,
101,Female,21,Femininity,153_None,,153,
104,Female,18,Femininity,153_None,,153,
110,Female,19,Femininity,153_None,2.0,153,
113,Female,18,Femininity,153_None,,153,
116,Female,18,Femininity,153_None,,153,
119,Female,20,Femininity,153_None,,153,
122,Female,20,Femininity,153_None,1.0,153,
125,Male,19,Femininity,153_None,4.0,153,
128,Female,19,Femininity,153_None,2.0,153,
131,Female,18,Femininity,153_None,,153,
134,Female,18,Femininity,153_None,5.0,153,
137,Female,19,Femininity,153_None,,153,
140,Female,19,Femininity,153_None,,153,
143,Female,18,Femininity,153_None,,153,
146,Female,19,Femininity,153_None,,153,
149,Female,18,Femininity,153_None,4.0,153,
152,Male,19,Femininity,153_None,,153,
155,Male,19,Femininity,153_None,2.0,153,
158,Male,19,Femininity,153_None,,153,
161,Male,19,Femininity,153_None,2.0,153,
164,Female,20,Femininity,153_None,,153,
167,Male,19,Femininity,153_None,1.0,153,
170,Male,19,Femininity,153_None,,153,
173,Male,19,Femininity,153_None,2.0,153,
176,Female,22,Femininity,153_None,,153,
179,Male,20,Femininity,153_None,1.0,153,
182,Male,18,Femininity,153_None,4.0,153,
185,Female,22,Femininity,153_None,,153,
188,Female,21,Femininity,153_None,,153,
191,Female,21,Femininity,153_None,3.0,153,
194,Male,18,Femininity,153_None,,153,
197,Female,21,Femininity,153_None,,153,
200,Male,20,Femininity,153_None,4.0,153,
203,Female,19,Femininity,153_None,,153,
206,Male,20,Femininity,153_None,,153,
209,Male,20,Femininity,153_None,,153,
212,Male,22,Femininity,153_None,4.0,153,
215,Female,20,Femininity,153_None,,153,
218,Male,18,Femininity,153_None,5.0,153,
221,Male,19,Femininity,153_None,,153,
224,Male,20,Femininity,153_None,4.0,153,
43,Male,34,Masculinity,153_None,2.0,153,
44,Female,19,Masculinity,153_None,3.0,153,
45,Male,20,Masculinity,153_None,,153,
46,Female,19,Masculinity,153_None,,153,
47,Female,19,Masculinity,153_None,3.0,153,
48,Female,20,Masculinity,153_None,2.0,153,
49,Male,23,Masculinity,153_None,5.0,153,
50,Female,19,Masculinity,153_None,3.0,153,
51,Female,19,Masculinity,153_None,,153,
52,Female,22,Masculinity,153_None,2.0,153,
53,Female,19,Masculinity,153_None,,153,
54,Male,19,Masculinity,153_None,,153,
55,Female,20,Masculinity,153_None,,153,
56,Female,20,Masculinity,153_None,,153,
57,Female,19,Masculinity,153_None,2.0,153,
58,Male,18,Masculinity,153_None,,153,
59,Male,31,Masculinity,153_None,,153,
60,Male,19,Masculinity,153_None,,153,
61,Female,41,Masculinity,153_None,2.0,153,
62,Female,19,Masculinity,153_None,4.0,153,
63,Female,24,Masculinity,153_None,,153,
64,Female,19,Masculinity,153_None,,153,
65,Female,20,Masculinity,153_None,3.0,153,
66,Male,21,Masculinity,153_None,3.0,153,
67,Female,34,Masculinity,153_None,,153,
68,Male,18,Masculinity,153_None,,153,
69,Female,19,Masculinity,153_None,,153,
70,Female,19,Masculinity,153_None,3.0,153,
71,Female,18,Masculinity,153_None,,153,
72,Female,18,Masculinity,153_None,,153,
73,Female,19,Masculinity,153_None,,153,
74,Female,18,Masculinity,153_None,6.0,153,
75,Female,20,Masculinity,153_None,5.0,153,
76,Female,18,Masculinity,153_None,,153,
77,Female,20,Masculinity,153_None,2.0,153,
78,Female,19,Masculinity,153_None,2.0,153,
79,Female,20,Masculinity,153_None,4.0,153,
80,Female,20,Masculinity,153_None,4.0,153,
81,Female,18,Masculinity,153_None,,153,
82,Female,20,Masculinity,153_None,3.0,153,
83,Female,18,Masculinity,153_None,3.0,153,
84,Female,19,Masculinity,153_None,,153,
85,Female,19,Masculinity,153_None,,153,
86,Male,18,Masculinity,153_None,4.0,153,
87,Female,18,Masculinity,153_None,,153,
88,Female,18,Masculinity,153_None,4.0,153,
89,Female,39,Masculinity,153_None,2.0,153,
90,Female,18,Masculinity,153_None,,153,
91,Male,19,Masculinity,153_None,,153,
92,Female,20,Masculinity,153_None,4.0,153,
103,Female,18,Symmetry,153_None,2.0,153,
106,Female,19,Symmetry,153_None,2.0,153,
106,Male,22,Symmetry,153_None,,153,
109,Male,20,Symmetry,153_None,2.0,153,
112,Female,18,Symmetry,153_None,3.0,153,
115,Female,18,Symmetry,153_None,4.0,153,
118,Female,19,Symmetry,153_None,,153,
121,Female,18,Symmetry,153_None,,153,
124,Female,19,Symmetry,153_None,,153,
127,Female,19,Symmetry,153_None,3.0,153,
130,Female,19,Symmetry,153_None,5.0,153,
133,Female,21,Symmetry,153_None,4.0,153,
136,Male,20,Symmetry,153_None,,153,
139,Female,19,Symmetry,153_None,4.0,153,
142,Female,19,Symmetry,153_None,,153,
145,Male,18,Symmetry,153_None,,153,
148,Male,22,Symmetry,153_None,2.0,153,
151,Male,20,Symmetry,153_None,,153,
154,Male,21,Symmetry,153_None,2.0,153,
157,Male,19,Symmetry,153_None,,153,
160,Male,19,Symmetry,153_None,,153,
163,Male,21,Symmetry,153_None,,153,
166,Male,18,Symmetry,153_None,2.0,153,
169,Male,21,Symmetry,153_None,,153,
172,Female,19,Symmetry,153_None,5.0,153,
175,Male,21,Symmetry,153_None,4.0,153,
178,Male,20,Symmetry,153_None,,153,
181,Female,22,Symmetry,153_None,2.0,153,
184,Female,21,Symmetry,153_None,3.0,153,
187,Female,19,Symmetry,153_None,,153,
190,Male,19,Symmetry,153_None,2.0,153,
193,Female,22,Symmetry,153_None,,153,
196,Female,20,Symmetry,153_None,,153,
199,Female,19,Symmetry,153_None,3.0,153,
202,Female,19,Symmetry,153_None,2.0,153,
205,Female,22,Symmetry,153_None,,153,
208,Female,18,Symmetry,153_None,,153,
211,Female,18,Symmetry,153_None,,153,
214,Female,20,Symmetry,153_None,3.0,153,
217,Female,19,Symmetry,153_None,,153,
220,Male,21,Symmetry,153_None,3.0,153,
275,Male,20,Symmetry,153_None,1.0,153,
102,Female,19,Averageness,154_Manipulated,,154,Manipulated
105,Female,19,Averageness,154_Manipulated,,154,Manipulated
108,Male,19,Averageness,154_Manipulated,3.0,154,Manipulated
111,Female,19,Averageness,154_Manipulated,4.0,154,Manipulated
114,Male,19,Averageness,154_Manipulated,,154,Manipulated
117,Female,19,Averageness,154_Manipulated,,154,Manipulated
120,Female,19,Averageness,154_Manipulated,6.0,154,Manipulated
123,Male,19,Averageness,154_Manipulated,,154,Manipulated
126,Male,21,Averageness,154_Manipulated,,154,Manipulated
129,Female,19,Averageness,154_Manipulated,5.0,154,Manipulated
132,Female,19,Averageness,154_Manipulated,5.0,154,Manipulated
135,Female,19,Averageness,154_Manipulated,7.0,154,Manipulated
138,Male,19,Averageness,154_Manipulated,5.0,154,Manipulated
141,Female,22,Averageness,154_Manipulated,,154,Manipulated
144,Male,19,Averageness,154_Manipulated,4.0,154,Manipulated
147,Female,19,Averageness,154_Manipulated,,154,Manipulated
150,Male,19,Averageness,154_Manipulated,5.0,154,Manipulated
153,Male,18,Averageness,154_Manipulated,,154,Manipulated
156,Male,18,Averageness,154_Manipulated,3.0,154,Manipulated
159,Female,19,Averageness,154_Manipulated,,154,Manipulated
162,Female,19,Averageness,154_Manipulated,6.0,154,Manipulated
165,Female,18,Averageness,154_Manipulated,5.0,154,Manipulated
168,Male,20,Averageness,154_Manipulated,4.0,154,Manipulated
171,Male,19,Averageness,154_Manipulated,,154,Manipulated
174,Male,21,Averageness,154_Manipulated,3.0,154,Manipulated
177,Female,22,Averageness,154_Manipulated,5.0,154,Manipulated
180,Female,19,Averageness,154_Manipulated,,154,Manipulated
183,Male,20,Averageness,154_Manipulated,,154,Manipulated
186,Female,21,Averageness,154_Manipulated,5.0,154,Manipulated
189,Female,19,Averageness,154_Manipulated,,154,Manipulated
192,Female,20,Averageness,154_Manipulated,,154,Manipulated
195,Female,19,Averageness,154_Manipulated,5.0,154,Manipulated
198,Female,19,Averageness,154_Manipulated,6.0,154,Manipulated
201,Female,20,Averageness,154_Manipulated,7.0,154,Manipulated
204,Female,20,Averageness,154_Manipulated,6.0,154,Manipulated
207,Female,18,Averageness,154_Manipulated,,154,Manipulated
210,Female,19,Averageness,154_Manipulated,7.0,154,Manipulated
213,Male,19,Averageness,154_Manipulated,4.0,154,Manipulated
216,Female,21,Averageness,154_Manipulated,3.0,154,Manipulated
219,Female,18,Averageness,154_Manipulated,3.0,154,Manipulated
222,Female,21,Averageness,154_Manipulated,6.0,154,Manipulated
101,Female,21,Femininity,154_Manipulated,,154,Manipulated
104,Female,18,Femininity,154_Manipulated,,154,Manipulated
110,Female,19,Femininity,154_Manipulated,5.0,154,Manipulated
113,Female,18,Femininity,154_Manipulated,5.0,154,Manipulated
116,Female,18,Femininity,154_Manipulated,6.0,154,Manipulated
119,Female,20,Femininity,154_Manipulated,5.0,154,Manipulated
122,Female,20,Femininity,154_Manipulated,,154,Manipulated
125,Male,19,Femininity,154_Manipulated,,154,Manipulated
128,Female,19,Femininity,154_Manipulated,,154,Manipulated
131,Female,18,Femininity,154_Manipulated,1.0,154,Manipulated
134,Female,18,Femininity,154_Manipulated,,154,Manipulated
137,Female,19,Femininity,154_Manipulated,,154,Manipulated
140,Female,19,Femininity,154_Manipulated,,154,Manipulated
143,Female,18,Femininity,154_Manipulated,2.0,154,Manipulated
146,Female,19,Femininity,154_Manipulated,,154,Manipulated
149,Female,18,Femininity,154_Manipulated,,154,Manipulated
152,Male,19,Femininity,154_Manipulated,,154,Manipulated
155,Male,19,Femininity,154_Manipulated,,154,Manipulated
158,Male,19,Femininity,154_Manipulated,2.0,154,Manipulated
161,Male,19,Femininity,154_Manipulated,,154,Manipulated
164,Female,20,Femininity,154_Manipulated,4.0,154,Manipulated
167,Male,19,Femininity,154_Manipulated,2.0,154,Manipulated
170,Male,19,Femininity,154_Manipulated,2.0,154,Manipulated
173,Male,19,Femininity,154_Manipulated,5.0,154,Manipulated
176,Female,22,Femininity,154_Manipulated,,154,Manipulated
179,Male,20,Femininity,154_Manipulated,,154,Manipulated
182,Male,18,Femininity,154_Manipulated,4.0,154,Manipulated
